excel_row,raw_label,mapped_label,pred_mapped_label,pred_raw_label,nearest_negative_mapped_label,nearest_negative_raw_label,d_pos,d_neg,margin,correct
90,0,0,6,6,6,6,0.02598902,0.009650697,-0.008169161,False
91,0,0,6,6,6,6,0.016677028,0.015361009,-0.0006580092,False
92,0,0,6,6,6,6,0.026106842,0.01627228,-0.0049172807,False
93,0,0,6,6,6,6,0.046702042,0.023091232,-0.011805405,False
94,0,0,5,3,5,3,0.07625644,0.015964882,-0.03014578,False
95,0,0,6,6,6,6,0.0216066,0.0073259105,-0.007140345,False
96,4,4,4,4,2,8,0.016646506,0.072796404,0.02807495,True
97,4,4,4,4,2,8,0.036665548,0.04407812,0.0037062857,True
98,8,2,4,4,4,4,0.1375719,0.09296817,-0.022301864,False
99,8,2,4,4,4,4,0.10585259,0.0441753,-0.030838644,False
100,8,2,4,4,4,4,0.049961284,0.04671988,-0.0016207024,False
101,8,2,4,4,4,4,0.26194635,0.20158139,-0.03018248,False
102,8,2,4,4,4,4,0.22891435,0.16894461,-0.029984869,False
103,8,2,4,4,4,4,0.16930363,0.112048976,-0.028627325,False
104,8,2,2,8,4,4,0.04546566,0.04739456,0.0009644497,True
105,8,2,2,8,4,4,0.031775758,0.091588065,0.029906154,True
106,8,2,2,8,4,4,0.18976091,0.2538468,0.032042943,True
107,1,7,5,3,5,3,0.12925512,0.07387605,-0.027689531,False
108,8,2,2,8,4,4,0.035984594,0.037131708,0.00057355687,True
109,8,2,4,4,4,4,0.05612216,0.025196932,-0.015462615,False
110,8,2,2,8,4,4,0.02989424,0.060588416,0.015347088,True
111,8,2,2,8,4,4,0.13280185,0.19951417,0.03335616,True
112,4,4,4,4,2,8,0.08930331,0.13663733,0.023667011,True
113,8,2,2,8,4,4,0.2785086,0.34112555,0.031308472,True
114,8,2,2,8,4,4,0.20792338,0.26998058,0.031028599,True
115,8,2,2,8,4,4,0.3692639,0.43280315,0.031769633,True
116,8,2,2,8,4,4,0.22105795,0.2840641,0.03150308,True
117,8,2,2,8,4,4,0.1859127,0.2493594,0.03172335,True
118,8,2,2,8,4,4,0.27532238,0.3353226,0.030000106,True
119,8,2,2,8,4,4,0.020502875,0.06692486,0.023210995,True
120,9,3,7,1,7,1,0.2871121,0.11793336,-0.08458936,False
121,9,3,7,1,7,1,0.27950722,0.11181043,-0.083848394,False
122,8,2,4,4,4,4,0.27883297,0.22070229,-0.02906534,False
123,8,2,4,4,4,4,0.19797795,0.13908723,-0.029445358,False
124,8,2,2,8,4,4,0.22749771,0.2854213,0.0289618,True
125,8,2,4,4,4,4,0.060431138,0.038212303,-0.011109417,False
126,1,7,5,3,5,3,0.18703096,0.07555846,-0.055736247,False
127,9,3,2,8,2,8,0.7126338,0.1333597,-0.28963703,False
128,8,2,2,8,4,4,0.007796681,0.06676911,0.029486213,True
129,8,2,4,4,4,4,0.10764559,0.055867575,-0.02588901,False
130,9,3,0,0,0,0,0.4796089,0.040350348,-0.21962927,False
131,9,3,5,3,5,3,0.4114379,0.034066048,-0.18868592,False
132,9,3,0,0,0,0,0.5329421,0.078245275,-0.22734842,False
133,8,2,2,8,4,4,0.06950875,0.13436948,0.032430362,True
135,8,2,2,8,4,4,0.10368945,0.16522451,0.03076753,True
136,1,7,1,10,1,10,0.22893505,0.04291371,-0.09301067,False
137,8,2,4,4,4,4,0.12649284,0.069085635,-0.028703604,False
138,8,2,4,4,4,4,0.066096365,0.021241555,-0.022427406,False
139,8,2,2,8,4,4,0.22843054,0.2924033,0.031986386,True
140,8,2,4,4,4,4,0.05586486,0.027697591,-0.014083634,False
142,3,5,1,10,1,10,0.056955617,0.05290763,-0.002023993,False
143,8,2,2,8,4,4,0.21344009,0.2688024,0.027681157,True
144,8,2,4,4,4,4,0.24607833,0.18627797,-0.029900178,False
145,8,2,2,8,4,4,0.0404762,0.040827066,0.00017543323,True
146,1,7,1,10,1,10,0.27003548,0.23486483,-0.017585322,False
147,8,2,2,8,4,4,0.18877126,0.25188637,0.031557553,True
148,8,2,2,8,4,4,0.0376411,0.07724405,0.019801475,True
149,8,2,4,4,4,4,0.055528853,0.027329803,-0.014099525,False
150,9,3,2,8,2,8,0.80090326,0.22154588,-0.2896787,False
151,8,2,2,8,4,4,0.031646404,0.099459894,0.033906743,True
152,9,3,2,8,2,8,0.7727373,0.19471942,-0.28900895,False
153,8,2,2,8,4,4,0.27882585,0.34159744,0.031385794,True
154,8,2,2,8,4,4,0.26797387,0.3314389,0.031732515,True
155,8,2,2,8,4,4,0.27415586,0.3359536,0.030898869,True
156,8,2,4,4,4,4,0.04274564,0.032432515,-0.0051565617,False
157,8,2,4,4,4,4,0.09457556,0.04236222,-0.02610667,False
158,0,0,0,0,1,10,0.13328509,0.14967677,0.00819584,True
159,0,0,0,0,1,10,0.07460062,0.09110647,0.008252922,True
160,0,0,0,0,1,10,0.13726293,0.1533569,0.008046985,True
161,0,0,0,0,1,10,0.09319683,0.109807886,0.008305527,True
162,0,0,0,0,1,10,0.14958821,0.16543752,0.007924654,True
163,0,0,0,0,1,10,0.09174758,0.10830698,0.0082797,True
164,0,0,0,0,1,10,0.123206474,0.13872115,0.0077573396,True
165,0,0,0,0,1,10,0.08371043,0.09974052,0.008015044,True
166,0,0,0,0,1,10,0.17032509,0.18656473,0.008119822,True
167,0,0,0,0,1,10,0.08632484,0.10241931,0.008047234,True
168,0,0,0,0,1,10,0.18107794,0.19747439,0.008198224,True
169,0,0,0,0,1,10,0.1339772,0.1506773,0.0083500445,True
170,0,0,0,0,1,10,0.17287983,0.18895714,0.008038655,True
171,0,0,0,0,1,10,0.06828661,0.08451388,0.008113634,True
172,0,0,0,0,1,10,0.16347645,0.17956923,0.008046389,True
173,0,0,0,0,1,10,0.1178038,0.13445674,0.008326471,True
174,0,0,0,0,1,10,0.17861637,0.19468467,0.008034147,True
175,0,0,0,0,1,10,0.10012145,0.11625106,0.008064803,True
176,0,0,0,0,1,10,0.17365031,0.18962465,0.007987171,True
177,0,0,0,0,1,10,0.08463215,0.10077714,0.008072495,True
178,0,0,0,0,1,10,0.18152775,0.19773068,0.008101463,True
179,0,0,0,0,1,10,0.08531812,0.10077128,0.00772658,True
180,0,0,0,0,1,10,0.1568498,0.17270812,0.007929161,True
181,0,0,0,0,1,10,0.08323165,0.098581865,0.0076751076,True
182,0,0,0,0,1,10,0.17252901,0.1882802,0.0078755915,True
184,4,4,4,4,2,8,0.14312787,0.20607366,0.03147289,True
185,4,4,2,8,2,8,0.08828641,0.04568289,-0.02130176,False
186,4,4,4,4,2,8,0.21963868,0.28200838,0.031184852,True
187,0,0,0,0,1,10,0.05419609,0.06753378,0.006668847,True
188,0,0,0,0,1,10,0.1638353,0.17961793,0.007891312,True
189,0,0,0,0,1,10,0.12395979,0.14043519,0.008237701,True
190,0,0,0,0,1,10,0.1931081,0.20910099,0.007996447,True
191,0,0,0,0,1,10,0.11800734,0.13402095,0.008006807,True
192,0,0,0,0,1,10,0.19758005,0.21341576,0.007917851,True
193,0,0,0,0,1,10,0.09724484,0.11258525,0.007670205,True
194,8,2,2,8,4,4,0.19473425,0.25365004,0.029457897,True
195,6,6,0,0,0,0,0.046364866,0.030935135,-0.0077148657,False
196,8,2,2,8,4,4,0.028212307,0.096526735,0.034157213,True
197,8,2,2,8,4,4,0.1393602,0.2050445,0.032842144,True
198,8,2,4,4,4,4,0.14207889,0.09085087,-0.025614012,False
199,0,0,0,0,1,10,0.13532276,0.15148075,0.008078992,True
200,0,0,0,0,1,10,0.043830406,0.06060363,0.008386612,True
201,0,0,0,0,1,10,0.13505003,0.15110525,0.008027613,True
202,0,0,0,0,1,10,0.05571054,0.07291292,0.008601189,True
203,0,0,0,0,1,10,0.12338626,0.13928197,0.007947858,True
204,0,0,0,0,1,10,0.04866214,0.06477125,0.008054554,True
205,0,0,0,0,1,10,0.13905753,0.15567063,0.008306548,True
206,0,0,0,0,1,10,0.051693983,0.06877248,0.008539248,True
207,0,0,0,0,1,10,0.09436425,0.10977668,0.0077062175,True
208,0,0,0,0,1,10,0.039247055,0.054880183,0.007816564,True
209,0,0,0,0,1,10,0.121854365,0.13810681,0.008126222,True
210,0,0,0,0,1,10,0.08160265,0.09880718,0.008602265,True
211,0,0,0,0,1,10,0.15765178,0.17407125,0.008209735,True
212,0,0,0,0,1,10,0.06921759,0.08584297,0.008312687,True
213,0,0,0,0,1,10,0.13928275,0.15534869,0.00803297,True
214,0,0,0,0,1,10,0.066269115,0.08373364,0.008732263,True
215,0,0,0,0,1,10,0.1284555,0.14424957,0.007897034,True
216,0,0,0,0,1,10,0.07744894,0.09458215,0.008566603,True
217,4,4,4,4,2,8,0.18824734,0.24764594,0.029699303,True
218,0,0,0,0,1,10,0.07450218,0.0912546,0.008376211,True
220,3,5,0,0,0,0,0.08326763,0.018818816,-0.032224406,False
221,0,0,0,0,1,10,0.015328946,0.029899273,0.0072851637,True
222,0,0,0,0,1,10,0.08764385,0.10419974,0.008277945,True
223,4,4,3,9,3,9,0.26738524,0.26735425,-1.5497208e-05,False
224,0,0,0,0,1,10,0.08848056,0.10551539,0.008517414,True
225,0,0,0,0,6,6,0.013388353,0.01727025,0.0019409484,True
226,0,0,0,0,1,10,0.05734514,0.072522655,0.007588757,True
227,0,0,0,0,1,10,0.036684047,0.053418748,0.00836735,True
228,0,0,0,0,1,10,0.08177964,0.09816638,0.00819337,True
229,0,0,0,0,1,10,0.04153419,0.05870103,0.008583421,True
230,0,0,0,0,1,10,0.10233229,0.11881063,0.008239172,True
231,0,0,0,0,1,10,0.045332745,0.06265137,0.008659314,True
233,0,0,0,0,1,10,0.013627592,0.027013967,0.0066931876,True
234,0,0,0,0,1,10,0.13109145,0.14795943,0.00843399,True
235,0,0,0,0,1,10,0.01053416,0.021988355,0.0057270974,True
236,0,0,0,0,1,10,0.11553465,0.13197581,0.008220583,True
237,0,0,0,0,1,10,0.020495506,0.037452843,0.0084786685,True
238,0,0,0,0,1,10,0.103178106,0.119335294,0.008078594,True
239,0,0,0,0,1,10,0.03810512,0.05494951,0.008422196,True
240,0,0,0,0,1,10,0.09796116,0.11427734,0.008158091,True
241,0,0,0,0,1,10,0.072691046,0.090259366,0.00878416,True
242,0,0,0,0,1,10,0.12085065,0.13743888,0.008294113,True
243,0,0,0,0,1,10,0.012415418,0.019776301,0.0036804415,True
244,0,0,0,0,1,10,0.12557846,0.14194666,0.008184098,True
245,0,0,0,0,1,10,0.030309161,0.046816625,0.008253732,True
246,0,0,0,0,1,10,0.11811839,0.13461196,0.008246787,True
247,0,0,0,0,1,10,0.0134332385,0.024796693,0.005681727,True
248,0,0,0,0,1,10,0.1033735,0.119492054,0.008059278,True
249,0,0,0,0,1,10,0.04210396,0.05942793,0.008661984,True
250,0,0,0,0,1,10,0.13937213,0.15612216,0.008375019,True
251,0,0,0,0,1,10,0.03579356,0.05276662,0.00848653,True
252,0,0,0,0,1,10,0.11031413,0.12699564,0.008340754,True
253,0,0,0,0,1,10,0.035913244,0.053282127,0.008684441,True
254,0,0,0,0,1,10,0.10881823,0.12520531,0.008193538,True
255,0,0,0,0,1,10,0.028936524,0.046002198,0.008532837,True
256,0,0,0,0,1,10,0.123750515,0.13989344,0.008071464,True
257,0,0,0,0,1,10,0.06372927,0.08118463,0.008727681,True
258,0,0,0,0,1,10,0.11155187,0.12762512,0.008036625,True
259,0,0,0,0,1,10,0.03399154,0.050836608,0.008422533,True
260,0,0,0,0,1,10,0.1109282,0.12762861,0.008350205,True
261,0,0,0,0,1,10,0.030657437,0.046974305,0.008158434,True
262,0,0,0,0,1,10,0.14178415,0.15845273,0.008334294,True
263,0,0,0,0,1,10,0.06625814,0.083485685,0.008613773,True
264,0,0,0,0,1,10,0.10873557,0.12473785,0.008001141,True
265,0,0,0,0,1,10,0.089917146,0.107181914,0.008632384,True
266,0,0,0,0,1,10,0.14083843,0.15723158,0.008196577,True
267,0,0,0,0,1,10,0.03372627,0.050665837,0.008469783,True
268,0,0,0,0,1,10,0.13093029,0.14743951,0.00825461,True
269,0,0,0,0,1,10,0.017383032,0.03070729,0.0066621294,True
270,0,0,0,0,1,10,0.13398306,0.15042904,0.00822299,True
271,0,0,0,0,1,10,0.030204214,0.045556065,0.0076759253,True
272,0,0,0,0,1,10,0.08745425,0.103147544,0.007846646,True
273,0,0,0,0,1,10,0.0410009,0.058202907,0.008601004,True
274,0,0,0,0,1,10,0.10512259,0.12179017,0.008333791,True
275,0,0,0,0,1,10,0.06275436,0.08040251,0.008824073,True
276,0,0,0,0,1,10,0.12964469,0.14615178,0.008253545,True
277,0,0,0,0,1,10,0.02145202,0.037474573,0.008011276,True
278,0,0,0,0,1,10,0.10272565,0.11900312,0.008138735,True
279,0,0,0,0,1,10,0.082120486,0.09921867,0.0085490905,True
280,0,0,0,0,1,10,0.110530466,0.12695727,0.008213401,True
281,0,0,0,0,1,10,0.035049863,0.051900595,0.008425366,True
282,0,0,0,0,1,10,0.119317725,0.13544886,0.008065566,True
283,0,0,0,0,1,10,0.023151593,0.039068375,0.007958391,True
284,0,0,0,0,1,10,0.13309498,0.14940488,0.008154951,True
285,0,0,0,0,1,10,0.08461395,0.101696804,0.008541428,True
286,0,0,0,0,1,10,0.122927405,0.1390555,0.00806405,True
287,0,0,0,0,1,10,0.086914346,0.10386109,0.008473374,True
288,0,0,0,0,1,10,0.123445146,0.14008132,0.008318085,True
289,0,0,0,0,1,10,0.085488975,0.10226085,0.008385938,True
290,0,0,0,0,1,10,0.12741508,0.14349753,0.008041225,True
291,0,0,0,0,1,10,0.050268006,0.06678493,0.008258464,True
292,0,0,0,0,1,10,0.13076864,0.14711538,0.008173369,True
293,0,0,0,0,1,10,0.04701,0.06408472,0.008537361,True
294,0,0,0,0,1,10,0.13464627,0.15077206,0.008062899,True
295,0,0,0,0,1,10,0.05569366,0.072332494,0.008319417,True
296,0,0,0,0,1,10,0.15150541,0.16779709,0.008145839,True
297,0,0,0,0,1,10,0.090451464,0.10741446,0.008481499,True
298,0,0,0,0,1,10,0.16529414,0.18188703,0.008296445,True
299,0,0,0,0,1,10,0.043774664,0.060740717,0.008483026,True
300,0,0,0,0,1,10,0.13685879,0.15323386,0.008187532,True
301,0,0,0,0,1,10,0.052573584,0.068741485,0.008083951,True
302,0,0,0,0,1,10,0.13001016,0.1457966,0.00789322,True
303,0,0,0,0,1,10,0.096109346,0.11338761,0.008639131,True
304,0,0,0,0,1,10,0.14486781,0.1613899,0.008261047,True
305,0,0,0,0,1,10,0.03651088,0.053000033,0.008244576,True
306,0,0,0,0,1,10,0.12080795,0.13761285,0.008402448,True
307,0,0,0,0,1,10,0.04373157,0.059408482,0.007838456,True
308,0,0,0,0,1,10,0.124360085,0.14046685,0.008053385,True
309,0,0,0,0,1,10,0.06156591,0.0782072,0.008320646,True
310,0,0,0,0,1,10,0.1295532,0.14591931,0.008183055,True
311,0,0,0,0,1,10,0.09839419,0.11517833,0.0083920695,True
312,0,0,0,0,1,10,0.12636815,0.14271381,0.008172832,True
313,0,0,0,0,1,10,0.04995873,0.06669548,0.008368377,True
314,0,0,0,0,1,10,0.12006362,0.13584022,0.007888302,True
315,0,0,0,0,1,10,0.11839425,0.13486733,0.008236539,True
316,0,0,0,0,1,10,0.11236394,0.12830159,0.007968824,True
317,0,0,0,0,1,10,0.098130375,0.1147299,0.008299764,True
318,0,0,0,0,1,10,0.12359925,0.1394186,0.007909674,True
319,0,0,0,0,1,10,0.08921646,0.10582969,0.008306615,True
320,0,0,0,0,1,10,0.12396494,0.1398445,0.007939782,True
321,0,0,0,0,1,10,0.098324284,0.11505079,0.008363254,True
322,0,0,0,0,1,10,0.15223494,0.16856942,0.008167237,True
323,0,0,0,0,1,10,0.064661086,0.08030205,0.007820483,True
324,0,0,0,0,1,10,0.15438023,0.17059322,0.008106492,True
325,0,0,0,0,1,10,0.084631935,0.101677366,0.008522715,True
326,0,0,0,0,1,10,0.15031116,0.1668915,0.008290172,True
327,0,0,0,0,1,10,0.057263155,0.07254514,0.007640993,True
328,0,0,0,0,1,10,0.13492171,0.15089639,0.007987335,True
329,0,0,0,0,1,10,0.07237345,0.088786244,0.008206397,True
330,0,0,0,0,1,10,0.04125655,0.05818223,0.008462839,True
331,8,2,4,4,4,4,0.15055044,0.088959396,-0.030795522,False
332,8,2,4,4,4,4,0.10902033,0.045750912,-0.03163471,False
333,8,2,4,4,4,4,0.04595408,0.029054124,-0.008449977,False
334,8,2,4,4,4,4,0.108630285,0.055631686,-0.0264993,False
335,4,4,2,8,2,8,0.14017515,0.08588932,-0.027142916,False
336,8,2,2,8,4,4,0.04304994,0.09989268,0.028421372,True
337,8,2,2,8,4,4,0.3779175,0.4363689,0.029225707,True
338,8,2,2,8,4,4,0.10087788,0.16620097,0.032661542,True
340,8,2,2,8,4,4,0.14154097,0.19625185,0.02735544,True
341,8,2,4,4,4,4,0.14460033,0.08788566,-0.028357334,False
342,8,2,2,8,4,4,0.5821527,0.64165616,0.029751718,True
343,8,2,2,8,4,4,0.81198347,0.8711922,0.029604375,True
344,8,2,2,8,4,4,0.5458359,0.6063632,0.030263633,True
345,9,3,4,4,4,4,0.5519931,0.033761956,-0.25911555,False
346,8,2,4,4,4,4,0.1469982,0.08482087,-0.031088665,False
347,8,2,4,4,4,4,0.062288526,0.035494138,-0.013397194,False
348,8,2,2,8,4,4,0.3425495,0.40295753,0.030204013,True
349,8,2,2,8,4,4,0.21882325,0.28135473,0.031265736,True
350,0,0,5,3,5,3,0.06696991,0.013119512,-0.026925199,False
351,0,0,5,3,5,3,0.058870826,0.017473524,-0.020698652,False
352,0,0,5,3,5,3,0.08610814,0.023193877,-0.031457134,False
353,0,0,5,3,5,3,0.06888791,0.012411463,-0.028238224,False
354,0,0,6,6,6,6,0.029764535,0.008289798,-0.010737369,False
355,0,0,6,6,6,6,0.042490613,0.019659828,-0.011415392,False
356,0,0,6,6,6,6,0.050781634,0.02562424,-0.012578697,False
357,0,0,5,3,5,3,0.062772825,0.013942232,-0.024415296,False
358,0,0,6,6,6,6,0.05017395,0.025322208,-0.012425871,False
359,0,0,0,0,6,6,0.0129851885,0.01820472,0.002609766,True
360,0,0,0,0,6,6,0.018836962,0.020903932,0.0010334849,True
361,0,0,0,0,6,6,0.016269313,0.029810848,0.0067707673,True
362,0,0,6,6,6,6,0.03231234,0.010709186,-0.010801578,False
363,0,0,1,10,1,10,0.022240143,0.013782279,-0.0042289323,False
364,0,0,6,6,6,6,0.040081646,0.01878092,-0.010650363,False
365,0,0,6,6,6,6,0.03146166,0.012407029,-0.009527315,False
366,0,0,6,6,6,6,0.028855175,0.0111298775,-0.008862648,False
367,0,0,1,10,1,10,0.01215801,0.010987172,-0.0005854191,False
368,0,0,0,0,1,10,0.027800016,0.045541488,0.008870736,True
369,0,0,6,6,6,6,0.02670503,0.0075181588,-0.009593436,False
370,0,0,0,0,6,6,0.022944637,0.035449944,0.006252654,True
371,0,0,5,3,5,3,0.0780067,0.016464496,-0.030771103,False
372,0,0,5,3,5,3,0.13167912,0.06209382,-0.034792647,False
374,4,4,2,8,2,8,0.13650815,0.075153664,-0.030677244,False
376,0,0,5,3,5,3,0.14294454,0.073476434,-0.034734055,False
377,0,0,5,3,5,3,0.10397819,0.035225466,-0.03437636,False
378,0,0,5,3,5,3,0.111690775,0.043038327,-0.034326226,False
379,0,0,5,3,5,3,0.064370684,0.01739633,-0.023487177,False
380,0,0,5,3,5,3,0.13061209,0.06113473,-0.034738682,False
381,0,0,5,3,5,3,0.08093887,0.017404946,-0.031766962,False
382,0,0,5,3,5,3,0.116672754,0.04744214,-0.034615308,False
383,0,0,5,3,5,3,0.12915875,0.06012723,-0.03451576,False
384,0,0,5,3,5,3,0.123445146,0.054195244,-0.03462495,False
385,0,0,5,3,5,3,0.14836009,0.07866312,-0.034848485,False
386,0,0,6,6,6,6,0.050624814,0.025718402,-0.012453206,False
387,0,0,5,3,5,3,0.13408312,0.0647276,-0.034677763,False
388,0,0,5,3,5,3,0.07366971,0.015693475,-0.028988117,False
389,0,0,5,3,5,3,0.12353365,0.054715116,-0.03440927,False
390,0,0,6,6,6,6,0.045018315,0.021564363,-0.011726976,False
391,8,2,2,8,4,4,0.42531604,0.48639145,0.03053771,True
393,3,5,5,3,6,6,0.056407347,0.1028521,0.023222376,True
394,8,2,2,8,4,4,0.069905356,0.12651266,0.028303653,True
395,8,2,2,8,4,4,0.17928198,0.24456668,0.03264235,True
396,8,2,4,4,4,4,0.14950526,0.08316467,-0.033170294,False
397,0,0,6,6,6,6,0.033715475,0.016684067,-0.008515704,False
398,0,0,2,8,2,8,1.2892659,0.24913669,-0.5200646,False
399,0,0,0,0,1,10,0.011502296,0.016003836,0.00225077,True
400,0,0,2,8,2,8,1.177326,0.13797529,-0.5196753,False
401,0,0,0,0,1,10,0.017380018,0.033445984,0.008032983,True
402,0,0,6,6,6,6,0.04417974,0.024094166,-0.0100427875,False
403,0,0,0,0,1,10,0.048585627,0.06552446,0.008469416,True
404,0,0,0,0,6,6,0.016142713,0.024394382,0.0041258344,True
405,0,0,0,0,1,10,0.010184666,0.013873345,0.0018443395,True
406,10,1,6,6,6,6,0.017592985,0.013743693,-0.0019246461,False
407,10,1,1,10,6,6,0.013821341,0.016707769,0.0014432138,True
408,0,0,6,6,6,6,0.029996885,0.0131152505,-0.008440817,False
409,0,0,0,0,1,10,0.029543646,0.04644897,0.008452661,True
410,0,0,6,6,6,6,0.026943685,0.012344807,-0.007299439,False
411,0,0,0,0,1,10,0.02372397,0.041152176,0.008714103,True
